ExportDate	StudioVersionRec	StudioProjectName	StudioTestName	[Age]Value	[Gender]Value	[Language]Value	RecordingName	RecordingDate	RecordingDuration	RecordingResolution	PresentationSequence	FixationFilter	MediaName	MediaPosX (ADCSpx)	MediaPosY (ADCSpx)	MediaWidth	MediaHeight	SegmentName	SegmentStart	SegmentEnd	SegmentDuration	SceneName	SceneSegmentStart	SceneSegmentEnd	SceneSegmentDuration	RecordingTimestamp	LocalTimeStamp	EyeTrackerTimestamp	MouseEventIndex	MouseEvent	MouseEventX (ADCSpx)	MouseEventY (ADCSpx)	MouseEventX (MCSpx)	MouseEventY (MCSpx)	KeyPressEventIndex	KeyPressEvent	StudioEventIndex	StudioEvent	StudioEventData	ExternalEventIndex	ExternalEvent	ExternalEventValue	EventMarkerValue	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	SaccadicAmplitude	AbsoluteSaccadicDirection	RelativeSaccadicDirection	AOI[Face]Hit	AOI[Incongruent]Hit	AOI[Congruent]Hit	AOI[Rectangle]Hit	AOI[Incongruent]Hit	AOI[Face]Hit	AOI[Congruent]Hit	AOI[Incongruent]Hit	AOI[Face]Hit	AOI[Congruent]Hit	AOI[Incongruent]Hit	AOI[Face]Hit	AOI[Congruent]Hit	AOI[Incongruent]Hit	AOI[Face]Hit	AOI[Congruent]Hit	AOI[Incongruent]Hit	AOI[Face]Hit	AOI[Congruent]Hit	GazePointIndex	GazePointLeftX (ADCSpx)	GazePointLeftY (ADCSpx)	GazePointRightX (ADCSpx)	GazePointRightY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	GazePointX (MCSpx)	GazePointY (MCSpx)	GazePointLeftX (ADCSmm)	GazePointLeftY (ADCSmm)	GazePointRightX (ADCSmm)	GazePointRightY (ADCSmm)	StrictAverageGazePointX (ADCSmm)	StrictAverageGazePointY (ADCSmm)	EyePosLeftX (ADCSmm)	EyePosLeftY (ADCSmm)	EyePosLeftZ (ADCSmm)	EyePosRightX (ADCSmm)	EyePosRightY (ADCSmm)	EyePosRightZ (ADCSmm)	CamLeftX	CamLeftY	CamRightX	CamRightY	DistanceLeft	DistanceRight	PupilLeft	PupilRight	ValidityLeft	ValidityRight	IRMarkerCount	IRMarkerID	PupilGlassesRight	
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														130	12:09:43.215	1517574080058447															0			Unclassified	8																									13	-1123	171	-1576	5	-1349	88			-450.58	221.22	-632.47	288.12	-541.52	254.67	309.67	201.13	620.85	309.67	201.13	620.85					654.28	654.28	5.25	5.24	1	3				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														138	12:09:43.224	1517574080066804															0			Unclassified	8																									14																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														147	12:09:43.232	1517574080075071															0			Unclassified	8																									15																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														155	12:09:43.240	1517574080083436															0			Unclassified	8																									16	-1135	205	-1591	42	-1363	123			-455.49	207.59	-638.64	273.10	-547.07	240.34	308.82	201.48	626.46	308.83	201.48	626.46					659.56	659.56	5.24	5.22	1	3				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														163	12:09:43.249	1517574080091757															0			Unclassified	8																									17																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														172	12:09:43.257	1517574080100115															0			Unclassified	8																									18	-1422	98	-1913	-85	-1667	6			-570.67	250.35	-767.90	324.33	-669.29	287.34	311.36	210.58	653.15	311.36	210.58	653.15					687.84	687.84	5.63	5.58	1	3				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														180	12:09:43.265	1517574080108471															0			Unclassified	8																									19																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														188	12:09:43.274	1517574080116740															0			Unclassified	8																									20																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														197	12:09:43.282	1517574080125073															0			Unclassified	8																									21																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														205	12:09:43.290	1517574080133426															0			Unclassified	8																									22	-1194	217	-1656	54	-1425	135			-479.21	202.37	-664.56	268.17	-571.88	235.27	305.97	198.90	626.87	305.97	198.90	626.87					658.80	658.80	5.33	5.31	1	3				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														213	12:09:43.299	1517574080141784															0			Unclassified	8																									23																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														222	12:09:43.307	1517574080150066															0			Unclassified	8																									24																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														230	12:09:43.315	1517574080158402															0			Unclassified	8																									25																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														238	12:09:43.324	1517574080166732															0			Unclassified	8																									26																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														247	12:09:43.332	1517574080175098															0			Unclassified	8																									27																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														255	12:09:43.340	1517574080183456															0			Unclassified	8																									28																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														263	12:09:43.349	1517574080191712															0			Unclassified	8																									29																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														272	12:09:43.357	1517574080200062															0			Unclassified	8																									30																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														280	12:09:43.365	1517574080208410															0			Unclassified	8																									31																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														288	12:09:43.374	1517574080216753															0			Unclassified	8																									32																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														297	12:09:43.382	1517574080225124															0			Unclassified	8																									33																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														305	12:09:43.390	1517574080233390															0			Unclassified	8																									34																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														313	12:09:43.399	1517574080241716															0			Unclassified	8																									35																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														322	12:09:43.407	1517574080250079															0			Unclassified	8																									36																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														330	12:09:43.415	1517574080258436															0			Unclassified	8																									37																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														338	12:09:43.424	1517574080266719															0			Unclassified	8																									38																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														347	12:09:43.432	1517574080275045															0			Unclassified	8																									39																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														355	12:09:43.440	1517574080283399															0			Unclassified	8																									40																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														363	12:09:43.449	1517574080291749															0			Unclassified	8																									41																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														372	12:09:43.457	1517574080300104															0			Unclassified	8																									42																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														380	12:09:43.465	1517574080308377															0			Unclassified	8																									43																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														388	12:09:43.474	1517574080316731															0			Unclassified	8																									44																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														397	12:09:43.482	1517574080325062															0			Unclassified	8																									45																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														405	12:09:43.490	1517574080333418															0			Unclassified	8																									46																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														413	12:09:43.499	1517574080341698															0			Unclassified	8																									47																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														422	12:09:43.507	1517574080350034															0			Unclassified	8																									48																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														430	12:09:43.515	1517574080358374															0			Unclassified	8																									49																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														438	12:09:43.524	1517574080366720															0			Unclassified	8																									50																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														447	12:09:43.532	1517574080375089															0			Unclassified	8																									51																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														455	12:09:43.540	1517574080383363															0			Unclassified	8																									52																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														463	12:09:43.549	1517574080391704															0			Unclassified	8																									53																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														472	12:09:43.557	1517574080400043															0			Unclassified	8																									54																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														480	12:09:43.565	1517574080408384															0			Unclassified	8																									55																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														488	12:09:43.574	1517574080416761															0			Unclassified	8																									56																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														497	12:09:43.582	1517574080425016															0			Unclassified	8																									57																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														505	12:09:43.590	1517574080433350															0			Unclassified	8																									58																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														513	12:09:43.599	1517574080441717															0			Unclassified	8																									59																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														522	12:09:43.607	1517574080450069															0			Unclassified	8																									60																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														530	12:09:43.615	1517574080458427															0			Unclassified	8																									61																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														538	12:09:43.624	1517574080466677															0			Unclassified	8																									62																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														547	12:09:43.632	1517574080475027															0			Unclassified	8																									63																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														555	12:09:43.640	1517574080483383															0			Unclassified	8																									64																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														563	12:09:43.649	1517574080491729															0			Unclassified	8																									65																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														572	12:09:43.657	1517574080500023															0			Unclassified	8																									66																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														580	12:09:43.665	1517574080508348															0			Unclassified	8																									67																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														588	12:09:43.674	1517574080516693															0			Unclassified	8																									68																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														597	12:09:43.682	1517574080525035															0			Unclassified	8																									69																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														605	12:09:43.690	1517574080533411															0			Unclassified	8																									70																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														613	12:09:43.699	1517574080541651															0			Unclassified	8																									71																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														621	12:09:43.707	1517574080550004															0			Unclassified	8																									72																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														630	12:09:43.715	1517574080558365															0			Unclassified	8																									73																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														638	12:09:43.724	1517574080566707															0			Unclassified	8																									74																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														647	12:09:43.732	1517574080575007															0			Unclassified	8																									75																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														655	12:09:43.740	1517574080583336															0			Unclassified	8																									76																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														663	12:09:43.749	1517574080591671															0			Unclassified	8																									77																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														672	12:09:43.757	1517574080600026															0			Unclassified	8																									78																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														680	12:09:43.765	1517574080608394															0			Unclassified	8																									79																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														688	12:09:43.774	1517574080616661															0			Unclassified	8																									80																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														697	12:09:43.782	1517574080625007															0			Unclassified	8																									81																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														705	12:09:43.790	1517574080633345															0			Unclassified	8																									82																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														713	12:09:43.799	1517574080641704															0			Unclassified	8																									83																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														722	12:09:43.807	1517574080650059															0			Unclassified	8																									84																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														730	12:09:43.815	1517574080658325															0			Unclassified	8																									85																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														738	12:09:43.824	1517574080666660															0			Unclassified	8																									86																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														746	12:09:43.832	1517574080675001															0			Unclassified	8																									87																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														755	12:09:43.840	1517574080683375															0			Unclassified	8																									88																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														763	12:09:43.849	1517574080691652															0			Unclassified	8																									89																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														771	12:09:43.857	1517574080699989															0			Unclassified	8																									90																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														780	12:09:43.865	1517574080708331															0			Unclassified	8																									91																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														788	12:09:43.874	1517574080716691															0			Unclassified	8																									92																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														797	12:09:43.882	1517574080725042															0			Unclassified	8																									93																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														805	12:09:43.890	1517574080733316															0			Unclassified	8																									94																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														813	12:09:43.899	1517574080741656															0			Unclassified	8																									95																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														821	12:09:43.907	1517574080749984															0			Unclassified	8																									96																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														830	12:09:43.915	1517574080758356															0			Unclassified	8																									97																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														838	12:09:43.924	1517574080766701															0			Unclassified	8																									98																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														846	12:09:43.932	1517574080774975															0			Unclassified	8																									99																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														855	12:09:43.940	1517574080783311															0			Unclassified	8																									100																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														863	12:09:43.949	1517574080791672															0			Unclassified	8																									101																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														872	12:09:43.957	1517574080800025															0			Unclassified	8																									102																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														880	12:09:43.965	1517574080808305															0			Unclassified	8																									103																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														888	12:09:43.974	1517574080816643															0			Unclassified	8																									104																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														896	12:09:43.982	1517574080824978															0			Unclassified	8																									105																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														905	12:09:43.990	1517574080833337															0			Unclassified	8																									106																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														913	12:09:43.999	1517574080841698															0			Unclassified	8																									107																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														921	12:09:44.007	1517574080849955															0			Unclassified	8																									108																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														930	12:09:44.015	1517574080858294															0			Unclassified	8																									109																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														932	12:09:44.017										1	InstructionStart	Instruction Element							Unclassified	8																																																											
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														938	12:09:44.024	1517574080866655															0			Unclassified	8																									110																			-34.01										4	4				
07/12/2018	3.3.2	Gaze Project	O2	7	F	Monolingual	G38	02/02/2018	100628	1280 x 720		Raw Data														947	12:09:44.032	1517574080875008															0			Unclassified	8																									111																			-34.01										4	4				
